MovieID,Title,ReleaseYear,DurationMinutes,Language,Country,Budget,BoxOffice,Description,GenreID,DirectorID
146,Shizukesa Yrei Unmei Tsuki,2012,87,Japanese,Japan,293331026.32,1440317477.49,A story blending fantasy elements with the real world. A must-watch for its gripping script and powerful performances. Its mysterious atmosphere captivates the audience. The film takes the audience on a deep adventure.,3,74
147,Fluss Seele Traum Geist,2003,169,German,Germany,121479452.94,412721225.81,Successfully reflects local cultural motifs. Amazes viewers with its visual effects. A production that will be remembered in cinema history. Stands out with fast-paced action scenes. The plot tells a story where love and drama intertwine.,10,19
148,Hua Long,1991,146,Chinese,China,297581228.88,529002820.44,Its fast pace and surprising ending astonish viewers. A must-watch for its gripping script and powerful performances. Successfully reflects local cultural motifs. Notable for its color palette and cinematography.,7,17
149,Fate Hopeless Sun,1971,155,Turkish,Turkey,77977708.97,331017748.24,A story blending fantasy elements with the real world. The plot tells a story where love and drama intertwine.,1,70
150,Dream Fire,1986,95,English,USA,14795995.44,50740364.17,Stands out with excellent music and set design. A must-watch for its gripping script and powerful performances.,9,46
151,Secret Ombre Feu Rve,2021,171,French,France,268354499.92,892238347.2,Centers on childhood memories and family bonds. Offers a unique interpretation of historical events. Elegantly addresses the relationship between nature and humanity. Aesthetically and artistically successful film.,10,73
152,Fuego Reina Tormenta,1994,93,Spanish,Mexico,98690165.44,307978521.39,Memorable scenes leave a lasting impact. Stands out with fast-paced action scenes. The plot tells a story where love and drama intertwine. Aesthetically and artistically successful film. A striking film with strong social messages.,9,32
153,Sang Rve Secret toile,1998,166,French,France,158113553.14,497595615.1,Stands out with excellent music and set design. Offers a unique interpretation of historical events. A striking film with strong social messages. A story blending fantasy elements with the real world. Memorable scenes leave a lasting impact.,2,48
154,Sun Fate King Love,1979,142,Turkish,Turkey,213489595.02,231045558.74,A striking film with strong social messages. The plot tells a story where love and drama intertwine. A story blending fantasy elements with the real world. Stands out with its original script and captivating storyline. Focuses on characters with psychological depth.,9,17
155,Blood Battle,1977,94,English,USA,36699495.21,112775398.0,Its mysterious atmosphere captivates the audience. A production that will be remembered in cinema history.,10,53
156,Light Shadow Fire River,1989,83,English,USA,237465508.47,270622609.82,Stands out with its original script and captivating storyline. A story blending fantasy elements with the real world. A striking film with strong social messages.,5,63
157,Yrei Tsuki Hoshi Tabibito,1977,88,Japanese,Japan,261192747.51,621400582.07,A striking film with strong social messages. A story blending fantasy elements with the real world. Features powerful dialogues and cleverly constructed plot. Aesthetically and artistically successful film. Successfully reflects local cultural motifs.,9,45
158,King Fall Silence,2002,165,Turkish,Turkey,134997884.28,593795617.07,Interpersonal relationships are impressively portrayed. Worth watching for its emotional depth and character development. A must-watch for its gripping script and powerful performances. Focuses on characters with psychological depth. The plot tells a story where love and drama intertwine.,8,58
159,Notte Regno Regina Eredit ,1998,101,Italian,Italy,212308983.53,652632841.26,Amazes viewers with its visual effects. Features powerful dialogues and cleverly constructed plot.,5,12
160,Ye Yue,2006,146,Chinese,China,57224063.93,151143666.27,The film takes the audience on a deep adventure. Enriched with cultural elements and historical references. Amazes viewers with its visual effects.,1,73
161,Secret Lumire toile,2023,90,French,France,242172846.73,782423341.52,A must-watch for its gripping script and powerful performances. Memorable scenes leave a lasting impact.,10,57
162,Sun Road,1996,120,Turkish,Turkey,114912289.52,104525698.96,Aesthetically and artistically successful film. Stands out with its original script and captivating storyline. Enriched with cultural elements and historical references. Successfully reflects local cultural motifs.,1,68
163,Storm Shadow Legacy,1979,166,English,United Kingdom,51172718.87,167086062.1,Interpersonal relationships are impressively portrayed. A thrilling production filled with suspenseful moments. A must-watch for its gripping script and powerful performances. Aesthetically and artistically successful film.,5,53
164,Pyar Dosti Safar Khwaab,1990,95,Hindi,India,16037496.5,25312034.23,A thrilling production filled with suspenseful moments. Enriched with cultural elements and historical references. The plot tells a story where love and drama intertwine. A must-watch for its gripping script and powerful performances. Stands out with excellent music and set design.,5,49
165,Ling Hua,1996,83,Chinese,China,122544390.03,190168312.11,Worth watching for its emotional depth and character development. Successfully reflects local cultural motifs.,2,62
166,Hua Zhan Feng Xin,2011,152,Chinese,China,122320403.46,107346869.32,Worth watching for its emotional depth and character development. Focuses on characters with psychological depth. Memorable scenes leave a lasting impact.,3,39
167,Feng Ri Yue Shan,1998,139,Chinese,China,288353775.55,949631057.25,Features powerful dialogues and cleverly constructed plot. Enriched with cultural elements and historical references. Centers on childhood memories and family bonds. Interpersonal relationships are impressively portrayed.,1,1
168,River King Fire Path,2023,145,English,USA,84752731.0,103938492.6,Offers a unique interpretation of historical events. A thrilling production filled with suspenseful moments. Aesthetically and artistically successful film. A story blending fantasy elements with the real world. Focuses on characters with psychological depth.,4,75
169,Geist Weg Feuer Traum,1997,144,German,Germany,287246443.52,555065760.36,Worth watching for its emotional depth and character development. Centers on childhood memories and family bonds. A must-watch for its gripping script and powerful performances. Amazes viewers with its visual effects.,4,79
170,Bitnaneun Baram Chueok Sarangi,2008,168,Korean,South Korea,40550860.58,188567990.43,Focuses on characters with psychological depth. Offers a unique interpretation of historical events. A striking film with strong social messages. Successfully reflects local cultural motifs. Interpersonal relationships are impressively portrayed.,6,3
171,Yue Ye Xin,1975,83,Chinese,China,267825371.83,1117435665.5,Features powerful dialogues and cleverly constructed plot. Its mysterious atmosphere captivates the audience. Interpersonal relationships are impressively portrayed. Stands out with its original script and captivating storyline. Successfully reflects local cultural motifs.,2,69
172,Susurro Sombra,1970,127,Spanish,Mexico,280906230.9,702433968.01,Centers on childhood memories and family bonds. Offers a unique interpretation of historical events. Its mysterious atmosphere captivates the audience. Amazes viewers with its visual effects.,2,60
173,Shadow Night Fire,2022,171,English,United Kingdom,66733730.32,327698387.91,The film takes the audience on a deep adventure. Amazes viewers with its visual effects. Notable for its color palette and cinematography.,10,39
174,Jeevan Pyar Rang Sapna,1977,144,Hindi,India,148456390.77,442850363.68,Elegantly addresses the relationship between nature and humanity. Aesthetically and artistically successful film.,5,73
175,Noche Luz Sombra Reino,1974,152,Spanish,Mexico,256715948.22,1146111924.1,Centers on childhood memories and family bonds. Focuses on characters with psychological depth. Stands out with excellent music and set design. The film takes the audience on a deep adventure.,3,34
176,Rang Khwaab,2011,135,Hindi,India,253380295.34,590614653.25,A striking film with strong social messages. Its mysterious atmosphere captivates the audience. Its fast pace and surprising ending astonish viewers. Successfully reflects local cultural motifs. The plot tells a story where love and drama intertwine.,1,42
177,Luz Secreto Reina,1984,133,Spanish,Mexico,159956879.54,307611290.13,A story blending fantasy elements with the real world. Worth watching for its emotional depth and character development.,1,36
178,Legado Reina Sombra Fuego,1997,105,Spanish,Mexico,49762231.79,94479884.98,The film takes the audience on a deep adventure. Elegantly addresses the relationship between nature and humanity. Notable for its color palette and cinematography. A must-watch for its gripping script and powerful performances. Enriched with cultural elements and historical references.,2,32
179,Ombre Nuit Secret toile,1976,123,French,France,249838995.01,1048662225.76,Notable for its color palette and cinematography. Stands out with excellent music and set design.,8,31
180,Reina Tormenta Sombras Fuego,1977,84,Spanish,Spain,113529842.34,511494719.42,A production that will be remembered in cinema history. Features powerful dialogues and cleverly constructed plot.,2,8
181,Drago Regina Battaglia,1997,166,Italian,Italy,17209092.76,12647205.69,Worth watching for its emotional depth and character development. Features powerful dialogues and cleverly constructed plot. Centers on childhood memories and family bonds. The film takes the audience on a deep adventure. Stands out with excellent music and set design.,2,14
182,Dil Safar Khwaab Zindagi,1999,159,Hindi,India,30832739.32,105729977.6,A thrilling production filled with suspenseful moments. The film takes the audience on a deep adventure. Features powerful dialogues and cleverly constructed plot.,7,80
183,Dragn Fuego Batalla,1974,153,Spanish,Mexico,38231497.04,106667445.4,Stands out with its original script and captivating storyline. Worth watching for its emotional depth and character development. Aesthetically and artistically successful film. The plot tells a story where love and drama intertwine. A production that will be remembered in cinema history.,10,25
184,Tormenta Fuego,1997,119,Spanish,Spain,175307943.47,514554527.93,Features powerful dialogues and cleverly constructed plot. A must-watch for its gripping script and powerful performances. A production that will be remembered in cinema history. Its mysterious atmosphere captivates the audience.,9,46
185,Taiy Unmei Tabibito Senshi,2003,87,Japanese,Japan,71597512.96,299730604.92,Notable for its color palette and cinematography. Amazes viewers with its visual effects. Stands out with fast-paced action scenes.,10,19
186,Ghost River Fire Light,1982,156,English,USA,207877944.84,900951134.83,Stands out with its original script and captivating storyline. A thrilling production filled with suspenseful moments. Stands out with excellent music and set design. The plot tells a story where love and drama intertwine.,8,60
187,Bitnaneun Bimil,1984,168,Korean,South Korea,69467066.05,229772051.84,Amazes viewers with its visual effects. Interpersonal relationships are impressively portrayed. Stands out with its original script and captivating storyline. The film takes the audience on a deep adventure. Its mysterious atmosphere captivates the audience.,1,29
188,Hana Tsuki,1974,151,Japanese,Japan,34999193.13,63264295.43,The plot tells a story where love and drama intertwine. The film takes the audience on a deep adventure. Amazes viewers with its visual effects. A production that will be remembered in cinema history.,6,4
189,Shadow Road,1984,123,Turkish,Turkey,254336488.05,408677831.63,A thrilling production filled with suspenseful moments. The film takes the audience on a deep adventure. Centers on childhood memories and family bonds. Aesthetically and artistically successful film.,5,23
190,Rang Sapna Khwaab,2011,106,Hindi,India,91869177.22,145215283.95,Offers a unique interpretation of historical events. Stands out with fast-paced action scenes. A thrilling production filled with suspenseful moments. Aesthetically and artistically successful film. Amazes viewers with its visual effects.,2,44
191,Lumire Secret,2004,120,French,France,180064974.2,881673188.41,Focuses on characters with psychological depth. A production that will be remembered in cinema history. Aesthetically and artistically successful film.,7,48
192,Night King Dream,1985,96,English,USA,255525040.19,1241271496.02,Stands out with its original script and captivating storyline. Its fast pace and surprising ending astonish viewers.,1,36
193,Zindagi Khwaab Safar Pyar,2018,143,Hindi,India,155908263.67,203537198.05,Enriched with cultural elements and historical references. Elegantly addresses the relationship between nature and humanity. Interpersonal relationships are impressively portrayed. Notable for its color palette and cinematography. The plot tells a story where love and drama intertwine.,9,48
194,Secret Cur Feu,1984,110,French,France,119072042.64,223497707.67,Focuses on characters with psychological depth. Stands out with fast-paced action scenes. Aesthetically and artistically successful film. Successfully reflects local cultural motifs.,4,58
195,Battle Secret Dragon Fire,1988,125,English,United Kingdom,69438184.67,47575096.39,Memorable scenes leave a lasting impact. Its mysterious atmosphere captivates the audience. A striking film with strong social messages. A must-watch for its gripping script and powerful performances. Enriched with cultural elements and historical references.,8,67
196,Aag Khwaab,1971,109,Hindi,India,80054651.01,67365828.08,Enriched with cultural elements and historical references. Worth watching for its emotional depth and character development.,3,57
197,Secret Night Legacy Battle,1977,84,English,United Kingdom,164034804.97,328382963.5,Offers a unique interpretation of historical events. Features powerful dialogues and cleverly constructed plot. Aesthetically and artistically successful film.,2,47
198,Dragn Susurro Batalla,2017,81,Spanish,Mexico,231137789.21,408721811.61,A striking film with strong social messages. Notable for its color palette and cinematography.,9,34
199,Zhan Hua Tian,2018,109,Chinese,China,68464427.55,265033798.36,A story blending fantasy elements with the real world. Stands out with excellent music and set design. A must-watch for its gripping script and powerful performances. Stands out with fast-paced action scenes. Amazes viewers with its visual effects.,3,51
200,Sapna Pyar Jeevan,2019,136,Hindi,India,135266594.7,407559694.2,A story blending fantasy elements with the real world. The film takes the audience on a deep adventure. A striking film with strong social messages. Centers on childhood memories and family bonds.,7,27
201,Blood Fire Ghost Shadow,1991,134,English,USA,205885960.36,476658780.88,Aesthetically and artistically successful film. A must-watch for its gripping script and powerful performances.,4,54
202,Dragn Reina,2010,153,Spanish,Spain,260149954.29,1277537766.75,Amazes viewers with its visual effects. A striking film with strong social messages. A thrilling production filled with suspenseful moments. A must-watch for its gripping script and powerful performances. Elegantly addresses the relationship between nature and humanity.,10,78
203,Saebyeok Uri,2010,101,Korean,South Korea,31741796.64,94847043.22,The film takes the audience on a deep adventure. Stands out with its original script and captivating storyline. Amazes viewers with its visual effects. Stands out with fast-paced action scenes. Interpersonal relationships are impressively portrayed.,5,12
204,Blut Schatten Kampf,1983,164,German,Germany,157556511.35,401136765.22,Memorable scenes leave a lasting impact. Interpersonal relationships are impressively portrayed. Stands out with its original script and captivating storyline. A thrilling production filled with suspenseful moments.,4,38
205,Road Love,2004,175,Turkish,Turkey,21094515.73,101210124.72,Memorable scenes leave a lasting impact. Offers a unique interpretation of historical events. Centers on childhood memories and family bonds. A striking film with strong social messages.,7,62
206,Night Love Shadow,2008,155,Turkish,Turkey,61290365.74,228335677.07,Stands out with excellent music and set design. Stands out with fast-paced action scenes. Interpersonal relationships are impressively portrayed.,10,40
207,Fuego Batalla Sombras,2021,122,Spanish,Spain,273135610.41,1217249950.69,A production that will be remembered in cinema history. Notable for its color palette and cinematography.,4,68
208,Haneul Sarangi Uri,1992,158,Korean,South Korea,247117166.83,1068608148.83,Stands out with excellent music and set design. Interpersonal relationships are impressively portrayed. Centers on childhood memories and family bonds. Stands out with its original script and captivating storyline. Offers a unique interpretation of historical events.,5,51
209,Reino Noche Reina Luz,1976,110,Spanish,Spain,265719774.51,321705604.44,Memorable scenes leave a lasting impact. Successfully reflects local cultural motifs. Focuses on characters with psychological depth. A thrilling production filled with suspenseful moments. Its mysterious atmosphere captivates the audience.,7,6
210,Night Light,2018,178,English,United Kingdom,233963437.29,548745403.79,Stands out with excellent music and set design. The film takes the audience on a deep adventure.,2,65
211,Shadow Whisper Night,2010,123,English,United Kingdom,223914252.43,974246244.19,Offers a unique interpretation of historical events. Aesthetically and artistically successful film.,8,49
212,Soul Dream,2012,139,English,USA,20937032.77,62139614.83,A striking film with strong social messages. Enriched with cultural elements and historical references. Stands out with its original script and captivating storyline.,8,63
213,Hopeless Road King Shadow,2023,92,Turkish,Turkey,53582362.87,56726641.45,Aesthetically and artistically successful film. Stands out with excellent music and set design. Its mysterious atmosphere captivates the audience. Stands out with its original script and captivating storyline.,1,78
214,Voix Libert Nuit Sang,2015,107,French,France,132896414.05,95007925.65,Stands out with excellent music and set design. The plot tells a story where love and drama intertwine. Features powerful dialogues and cleverly constructed plot. The film takes the audience on a deep adventure.,1,69
215,Taiy Unmei,2019,111,Japanese,Japan,112706088.69,177335304.99,The film takes the audience on a deep adventure. A must-watch for its gripping script and powerful performances.,7,26
216,me Cur,2013,92,French,France,239178787.46,1013407219.22,Memorable scenes leave a lasting impact. Its fast pace and surprising ending astonish viewers.,2,29
217,Dragon Whisper Queen Light,2022,151,English,United Kingdom,188222537.15,623210484.0,A thrilling production filled with suspenseful moments. Its mysterious atmosphere captivates the audience. A must-watch for its gripping script and powerful performances.,6,42
218,Silence Night,1970,81,Turkish,Turkey,117061404.54,300202999.5,The plot tells a story where love and drama intertwine. Stands out with fast-paced action scenes. Amazes viewers with its visual effects. Memorable scenes leave a lasting impact.,7,41
219,Kampf Feuer Knig Geist,2019,93,German,Germany,213903067.05,868589548.78,Centers on childhood memories and family bonds. Successfully reflects local cultural motifs. Offers a unique interpretation of historical events. Aesthetically and artistically successful film. A must-watch for its gripping script and powerful performances.,10,64
220,Dream Hopeless Sun Love,2010,88,Turkish,Turkey,100864012.83,326638014.08,Worth watching for its emotional depth and character development. The film takes the audience on a deep adventure.,6,62
221,Reina Sombras Tormenta Secreto,2018,110,Spanish,Spain,221505028.53,865554344.45,A production that will be remembered in cinema history. Amazes viewers with its visual effects. Aesthetically and artistically successful film. Interpersonal relationships are impressively portrayed. Notable for its color palette and cinematography.,2,40
222,Hana Taiy Shizukesa,1985,174,Japanese,Japan,263260906.3,290693101.69,Notable for its color palette and cinematography. A production that will be remembered in cinema history. Successfully reflects local cultural motifs. The film takes the audience on a deep adventure. Worth watching for its emotional depth and character development.,10,57
223,Luz Legado Susurro Dragn,1991,106,Spanish,Mexico,162023869.76,742044089.85,Stands out with its original script and captivating storyline. Stands out with excellent music and set design. Notable for its color palette and cinematography. The film takes the audience on a deep adventure.,6,32
224,Storm Queen,2001,86,English,United Kingdom,190492904.3,216570249.26,Elegantly addresses the relationship between nature and humanity. Focuses on characters with psychological depth. Amazes viewers with its visual effects.,2,25
225,Ombre Sang,2002,172,French,France,140388737.14,173901585.69,Features powerful dialogues and cleverly constructed plot. Worth watching for its emotional depth and character development. A production that will be remembered in cinema history.,2,55
226,Licht Seele Kampf,2006,114,German,Germany,258796445.29,689761931.17,Stands out with excellent music and set design. Memorable scenes leave a lasting impact. Its fast pace and surprising ending astonish viewers. Features powerful dialogues and cleverly constructed plot. A story blending fantasy elements with the real world.,8,26
227,Aag Pyar,2018,82,Hindi,India,228697824.99,554200647.54,Focuses on characters with psychological depth. A story blending fantasy elements with the real world. Stands out with its original script and captivating storyline.,3,62
228,Knig Geist Kampf,1994,138,German,Germany,85326111.45,258507353.74,Amazes viewers with its visual effects. Aesthetically and artistically successful film. The film takes the audience on a deep adventure. Its fast pace and surprising ending astonish viewers. A story blending fantasy elements with the real world.,8,40
229,Dragn Fuego Noche,1993,133,Spanish,Mexico,282115353.09,1373116604.51,Memorable scenes leave a lasting impact. The plot tells a story where love and drama intertwine.,8,52
230,Secret Kingdom Fire Whisper,1994,104,English,United Kingdom,229003781.3,1100806507.82,Notable for its color palette and cinematography. Interpersonal relationships are impressively portrayed.,10,21
231,Jeevan Rang Dil Sapna,2017,141,Hindi,India,10835017.83,45063585.1,Features powerful dialogues and cleverly constructed plot. Stands out with excellent music and set design. Centers on childhood memories and family bonds. Aesthetically and artistically successful film.,4,32
232,Weg Licht,1985,164,German,Germany,252534012.02,140287250.82,Offers a unique interpretation of historical events. Elegantly addresses the relationship between nature and humanity. Stands out with fast-paced action scenes. Its fast pace and surprising ending astonish viewers. Amazes viewers with its visual effects.,10,75
233,Prem Pyar Aag Jeevan,1980,168,Hindi,India,91014760.01,441838018.58,A thrilling production filled with suspenseful moments. Notable for its color palette and cinematography.,7,33
234,Susurro Noche Sombras,2019,114,Spanish,Spain,224744656.7,1052945774.03,A striking film with strong social messages. The film takes the audience on a deep adventure. A thrilling production filled with suspenseful moments.,6,19
235,Storm Secret,2019,133,English,United Kingdom,196529096.94,746553127.35,Offers a unique interpretation of historical events. Aesthetically and artistically successful film. Amazes viewers with its visual effects.,7,68
236,Baram Sarangi,1981,137,Korean,South Korea,170344094.18,248119831.27,Enriched with cultural elements and historical references. Memorable scenes leave a lasting impact. Stands out with excellent music and set design.,9,15
237,Regina Segreto Ombra,2009,90,Italian,Italy,88291112.82,194220884.61,A striking film with strong social messages. Centers on childhood memories and family bonds. Successfully reflects local cultural motifs.,2,22
238,Queen Light,1970,176,English,United Kingdom,286586513.05,1001319019.6,Interpersonal relationships are impressively portrayed. Features powerful dialogues and cleverly constructed plot.,1,35
239,Xin Yue Long,2018,140,Chinese,China,227195035.55,731493489.74,Worth watching for its emotional depth and character development. Its mysterious atmosphere captivates the audience. Centers on childhood memories and family bonds. Interpersonal relationships are impressively portrayed.,5,63
240,Prem Sapna Dil Raat,2009,122,Hindi,India,241977926.47,124347854.82,Offers a unique interpretation of historical events. Successfully reflects local cultural motifs. Worth watching for its emotional depth and character development. Its mysterious atmosphere captivates the audience.,1,46
241,Bimil Baram Saebyeok Chueok,2009,132,Korean,South Korea,198238408.88,101910598.16,Centers on childhood memories and family bonds. Stands out with excellent music and set design. Worth watching for its emotional depth and character development. Features powerful dialogues and cleverly constructed plot.,8,66
242,Chueok Bam Sarang,1995,124,Korean,South Korea,128660926.0,603635328.81,Features powerful dialogues and cleverly constructed plot. Amazes viewers with its visual effects. Offers a unique interpretation of historical events. Aesthetically and artistically successful film.,10,11
243,Hua Shan Feng Yue,2006,96,Chinese,China,149628554.42,133454382.43,A striking film with strong social messages. Centers on childhood memories and family bonds.,9,5
244,Ye Qing,1985,101,Chinese,China,226099129.96,784304636.37,Stands out with its original script and captivating storyline. A must-watch for its gripping script and powerful performances.,4,28
245,Raat Rang Sapna Khwaab,2019,172,Hindi,India,77659748.53,205282706.32,Stands out with fast-paced action scenes. Offers a unique interpretation of historical events. A must-watch for its gripping script and powerful performances. Worth watching for its emotional depth and character development. Elegantly addresses the relationship between nature and humanity.,5,29
246,Legado Reino Dragn Luz,1974,171,Spanish,Spain,223018862.0,839136654.53,Enriched with cultural elements and historical references. A thrilling production filled with suspenseful moments. A production that will be remembered in cinema history.,6,49
247,Battle Secret,1977,174,English,United Kingdom,177864045.97,239530164.1,A must-watch for its gripping script and powerful performances. Interpersonal relationships are impressively portrayed. Elegantly addresses the relationship between nature and humanity.,2,44
248,Secreto Susurro Tormenta,1970,155,Spanish,Mexico,160913110.59,693862753.21,A thrilling production filled with suspenseful moments. Interpersonal relationships are impressively portrayed. The film takes the audience on a deep adventure.,5,8
249,Feng Tian Ling,1999,117,Chinese,China,251246388.04,690738376.72,A story blending fantasy elements with the real world. Centers on childhood memories and family bonds. Offers a unique interpretation of historical events.,6,19
250,Tsuki Hoshi Senshi Hana,2008,144,Japanese,Japan,297105366.04,313620876.1,Offers a unique interpretation of historical events. Interpersonal relationships are impressively portrayed. The plot tells a story where love and drama intertwine. A must-watch for its gripping script and powerful performances.,6,40
251,Dream Hopeless,2022,169,Turkish,Turkey,220849809.59,1027881468.9,Centers on childhood memories and family bonds. Stands out with its original script and captivating storyline. The film takes the audience on a deep adventure. Focuses on characters with psychological depth.,4,29
252,Jeevan Aag Rang Dosti,1991,124,Hindi,India,227435398.42,513954857.56,A thrilling production filled with suspenseful moments. Aesthetically and artistically successful film. A must-watch for its gripping script and powerful performances. Successfully reflects local cultural motifs. Elegantly addresses the relationship between nature and humanity.,7,61
253,Hoshi Yrei Kaze Senshi,2015,163,Japanese,Japan,49526493.16,55421350.21,A story blending fantasy elements with the real world. Amazes viewers with its visual effects. Notable for its color palette and cinematography.,5,59
254,Unmei Hana Kaze,1993,166,Japanese,Japan,235757026.06,1028593385.95,A thrilling production filled with suspenseful moments. Its mysterious atmosphere captivates the audience.,10,14
255,Chueok Sarang,1981,145,Korean,South Korea,195204292.54,618849484.1,The plot tells a story where love and drama intertwine. A thrilling production filled with suspenseful moments. Worth watching for its emotional depth and character development.,1,16
256,Rang Jeevan Raat Safar,2001,102,Hindi,India,196012691.59,429105571.21,Enriched with cultural elements and historical references. Notable for its color palette and cinematography. Stands out with excellent music and set design. Its mysterious atmosphere captivates the audience. The film takes the audience on a deep adventure.,5,77
257,Shadow Battle,1977,142,English,United Kingdom,192602093.62,883687878.55,Enriched with cultural elements and historical references. Offers a unique interpretation of historical events. A story blending fantasy elements with the real world. A thrilling production filled with suspenseful moments. Elegantly addresses the relationship between nature and humanity.,2,16
258,Fate Sun,1994,118,Turkish,Turkey,171641218.26,162627590.88,Interpersonal relationships are impressively portrayed. Offers a unique interpretation of historical events. The film takes the audience on a deep adventure.,8,56
259,Jeevan Rang Raat Dosti,2005,142,Hindi,India,19647532.99,83838925.76,Stands out with its original script and captivating storyline. Features powerful dialogues and cleverly constructed plot.,9,68
260,Batalla Luz,1981,137,Spanish,Mexico,240253635.06,253156183.72,Stands out with fast-paced action scenes. Focuses on characters with psychological depth. Enriched with cultural elements and historical references.,1,72
261,Hana Taiy Senshi,1975,118,Japanese,Japan,109386112.39,322680518.71,The plot tells a story where love and drama intertwine. Its fast pace and surprising ending astonish viewers. A production that will be remembered in cinema history. Centers on childhood memories and family bonds.,2,65
262,Tian Hua Yue,1998,142,Chinese,China,208682897.58,595163241.95,Offers a unique interpretation of historical events. A thrilling production filled with suspenseful moments. Centers on childhood memories and family bonds.,3,74
263,Tsuki Shizukesa,1985,98,Japanese,Japan,90262914.26,383330811.78,Elegantly addresses the relationship between nature and humanity. Its mysterious atmosphere captivates the audience. Enriched with cultural elements and historical references.,1,25
264,Road Hopeless Dream King,2016,89,Turkish,Turkey,165179658.87,276351348.92,Centers on childhood memories and family bonds. Memorable scenes leave a lasting impact. Offers a unique interpretation of historical events. Aesthetically and artistically successful film.,10,55
265,Tian Yue Hua,1983,161,Chinese,China,209192478.69,285929173.25,Memorable scenes leave a lasting impact. Aesthetically and artistically successful film. A must-watch for its gripping script and powerful performances.,2,35
266,Rang Khwaab,1994,111,Hindi,India,23718616.79,25160602.14,Stands out with fast-paced action scenes. A must-watch for its gripping script and powerful performances. Notable for its color palette and cinematography. Its mysterious atmosphere captivates the audience. Successfully reflects local cultural motifs.,1,78
267,Licht Knig,1979,81,German,Germany,29835083.15,146421144.13,Stands out with its original script and captivating storyline. Its fast pace and surprising ending astonish viewers.,4,36
268,Reino Noche Batalla,1989,92,Spanish,Mexico,158923555.58,580396756.99,The plot tells a story where love and drama intertwine. Stands out with its original script and captivating storyline.,10,63
269,Blood River Light Dream,2018,124,English,USA,241922456.31,858861848.75,Enriched with cultural elements and historical references. The film takes the audience on a deep adventure. Centers on childhood memories and family bonds.,7,24
270,Long Yue,2015,98,Chinese,China,113950799.05,434084252.14,Offers a unique interpretation of historical events. Successfully reflects local cultural motifs. Worth watching for its emotional depth and character development. Centers on childhood memories and family bonds.,3,17
271,Noche Susurro Dragn Reino,1996,136,Spanish,Spain,295880759.53,1211072508.77,A production that will be remembered in cinema history. Notable for its color palette and cinematography. Stands out with fast-paced action scenes.,8,24
272,Kampf Fluss,1996,161,German,Germany,24302722.66,91980668.53,Stands out with fast-paced action scenes. A story blending fantasy elements with the real world.,6,12
273,Traum Seele,2005,134,German,Germany,203271402.4,954559738.09,Interpersonal relationships are impressively portrayed. The film takes the audience on a deep adventure.,8,2
274,Legado Reino Batalla Sombras,1982,169,Spanish,Spain,160530284.47,329532204.27,Stands out with its original script and captivating storyline. Centers on childhood memories and family bonds. Successfully reflects local cultural motifs. Its fast pace and surprising ending astonish viewers. Worth watching for its emotional depth and character development.,1,55
275,Hopeless Road Life,1974,145,Turkish,Turkey,106310814.29,77509039.59,A must-watch for its gripping script and powerful performances. Centers on childhood memories and family bonds.,6,18
276,Lumire Libert,2023,117,French,France,90103808.89,164074772.07,Amazes viewers with its visual effects. A production that will be remembered in cinema history. Notable for its color palette and cinematography. Its fast pace and surprising ending astonish viewers. The plot tells a story where love and drama intertwine.,9,16
277,Bimil Bam Baram,2009,125,Korean,South Korea,2264385.7,5823077.15,A story blending fantasy elements with the real world. Stands out with its original script and captivating storyline. Interpersonal relationships are impressively portrayed. Its mysterious atmosphere captivates the audience.,8,8
278,Unmei Yoru,1976,105,Japanese,Japan,25880761.92,72839688.48,The film takes the audience on a deep adventure. Aesthetically and artistically successful film. Successfully reflects local cultural motifs. Centers on childhood memories and family bonds. Enriched with cultural elements and historical references.,7,63
279,Rve Nuit toile Secret,2000,118,French,France,109666461.5,495129842.94,Aesthetically and artistically successful film. Its mysterious atmosphere captivates the audience. A story blending fantasy elements with the real world.,7,48
280,Prem Zindagi Dil,1970,94,Hindi,India,57275337.12,39013289.69,Centers on childhood memories and family bonds. Amazes viewers with its visual effects. A striking film with strong social messages.,6,26
281,Tempesta Segreto Drago Regno,1987,142,Italian,Italy,165262040.03,677440565.44,Aesthetically and artistically successful film. A thrilling production filled with suspenseful moments. The film takes the audience on a deep adventure. Its mysterious atmosphere captivates the audience. Its fast pace and surprising ending astonish viewers.,2,54
282,Ken Taiy Unmei Hoshi,2019,166,Japanese,Japan,249035810.17,606026833.69,A production that will be remembered in cinema history. A striking film with strong social messages. Stands out with fast-paced action scenes. Successfully reflects local cultural motifs.,4,7
283,Aag Dosti,1985,173,Hindi,India,153616330.74,249257941.02,Amazes viewers with its visual effects. A striking film with strong social messages. Offers a unique interpretation of historical events. A thrilling production filled with suspenseful moments. A story blending fantasy elements with the real world.,10,20
284,Feng Qing,2009,155,Chinese,China,188857918.67,220825416.93,Enriched with cultural elements and historical references. Amazes viewers with its visual effects.,3,25
285,Sun Night Love,1997,105,Turkish,Turkey,27735161.41,20227229.49,A must-watch for its gripping script and powerful performances. Memorable scenes leave a lasting impact. A striking film with strong social messages.,1,79
